Z,TotPer_P,TotPer_A,HBW_P,HBW_A,HBShp_P,HBShp_A,HBOth_P,HBOth_A,HBSch_PR_P,HBSch_PR_A,HBSch_SC_P,HBSch_SC_A,HH_NHBW_P,NHBW_P,NHBW_A,HH_NHBNW_P,NHBNW_P,NHBNW_A,TotExt_P,TotExt_A,IX_P,IX_A,XI_P,XI_A,SH_Truck_P,SH_Truck_A,LT_P,LT_A,MD_P,MD_A,HV_P,HV_A,LT_Peop_p,LT_Peop_a,MD_Peop_p,MD_Peop_a,LT_Good_p,LT_Good_a,MD_Good_p,MD_Good_a,HV_Good_p,HV_Good_a,LT_Serv_p,LT_Serv_a,MD_Serv_p,MD_Serv_a,HV_Serv_p,HV_Serv_a,IX_MDp,IX_MDa,IX_HVp,IX_HVa,XI_MDp,XI_MDa,XI_HVp,XI_HVa
  1283,      1805.6,       798.9,       511.6,        44.6,       224.1,         6.0,       789.8,       559.7,        48.4,           0,        43.1,           0,       240.0,        60.7,        60.7,       364.4,       127.9,       127.9,        20.1,        10.9,        20.1,           0,           0,        10.9,       385.7,       385.7,       221.2,       221.2,       125.3,       125.3,        39.3,        39.3,           0,           0,           0,           0,       221.2,       221.2,       125.3,       125.3,        39.3,        39.3,           0,           0,           0,           0,           0,           0,         1.9,           0,         1.1,           0,           0,         2.7,           0,         1.7
  1284,      3701.0,      2128.3,       988.6,        74.0,       458.0,        11.9,      1638.3,      1615.4,       100.1,           0,        89.0,           0,       464.1,       106.1,       106.1,       756.2,       320.9,       320.9,        40.5,        21.5,        40.5,           0,           0,        21.5,       773.9,       773.9,       419.2,       419.2,       270.7,       270.7,        84.0,        84.0,           0,           0,           0,           0,       419.2,       419.2,       270.7,       270.7,        84.0,        84.0,           0,           0,           0,           0,           0,           0,         4.2,           0,         2.4,           0,           0,         5.7,           0,         3.6
  1285,      1247.9,       528.5,       350.1,        15.4,       157.6,           0,       555.6,       392.6,        34.0,           0,        30.2,           0,       164.6,        35.5,        35.5,       257.8,        85.0,        85.0,        14.0,         7.2,        14.0,           0,           0,         7.2,       262.6,       262.6,       151.2,       151.2,        85.1,        85.1,        26.2,        26.2,           0,           0,           0,           0,       151.2,       151.2,        85.1,        85.1,        26.2,        26.2,           0,           0,           0,           0,           0,           0,         1.3,           0,         0.8,           0,           0,         1.8,           0,         1.1
  1286,      3973.8,      1803.7,      1068.9,       122.4,       485.7,        71.5,      1766.1,      1152.9,       103.8,           0,        92.3,           0,       499.6,       140.5,       140.5,       822.5,       316.4,       316.4,        43.7,        24.6,        43.7,           0,           0,        24.6,       790.6,       790.6,       452.0,       452.0,       257.1,       257.1,        81.5,        81.5,           0,           0,           0,           0,       452.0,       452.0,       257.1,       257.1,        81.5,        81.5,           0,           0,           0,           0,           0,           0,         4.0,           0,         2.3,           0,           0,         5.5,           0,         3.5
  1287,       617.2,      1507.6,        59.0,       504.4,        25.5,       182.2,        86.1,       384.0,         5.1,           0,         4.6,           0,        28.0,       169.8,       169.8,        41.6,       267.1,       267.1,         2.3,        20.1,         2.3,           0,           0,        20.1,       316.0,       316.0,       161.4,       161.4,       107.7,       107.7,        46.9,        46.9,           0,           0,           0,           0,       161.4,       161.4,       107.7,       107.7,        46.9,        46.9,           0,           0,           0,           0,           0,           0,         1.7,           0,         1.3,           0,           0,         2.3,           0,         2.0
  1288,      2316.3,      4789.2,           0,       804.2,           0,      1483.8,           0,       184.9,           0,           0,           0,           0,           0,       821.9,       821.9,           0,      1494.4,      1494.4,           0,        65.0,           0,           0,           0,        65.0,       461.2,       461.2,       230.3,       230.3,       158.5,       158.5,        72.4,        72.4,           0,           0,           0,           0,       230.3,       230.3,       158.5,       158.5,        72.4,        72.4,           0,           0,           0,           0,           0,           0,         2.4,           0,         2.1,           0,           0,         3.4,           0,         3.1
  1289,      1407.7,       602.1,       387.5,        44.7,       176.4,           0,       639.2,       424.1,        37.7,           0,        33.5,           0,       181.1,        41.0,        41.0,       298.3,        92.4,        92.4,        15.8,         8.2,        15.8,           0,           0,         8.2,       285.6,       285.6,       163.3,       163.3,        92.9,        92.9,        29.4,        29.4,           0,           0,           0,           0,       163.3,       163.3,        92.9,        92.9,        29.4,        29.4,           0,           0,           0,           0,           0,           0,         1.4,           0,         0.8,           0,           0,         2.0,           0,         1.3
  1290,      6041.3,      3508.5,      1632.0,       145.0,       713.8,       149.3,      2565.8,      2394.4,       164.0,           0,       145.7,           0,       760.3,       222.1,       222.1,      1191.0,       597.7,       597.7,        64.7,        35.9,        64.7,           0,           0,        35.9,      1172.1,      1172.1,       632.5,       632.5,       410.5,       410.5,       129.1,       129.1,           0,           0,           0,           0,       632.5,       632.5,       410.5,       410.5,       129.1,       129.1,           0,           0,           0,           0,           0,           0,         6.3,           0,         3.7,           0,           0,         8.7,           0,         5.5
  1291,      3365.4,      2925.1,       851.5,       462.6,       384.5,        67.5,      1379.1,      1812.5,        88.8,           0,        78.9,           0,       397.6,       178.7,       178.7,       638.3,       403.9,       403.9,        34.4,        30.7,        34.4,           0,           0,        30.7,       847.0,       847.0,       441.6,       441.6,       300.1,       300.1,       105.3,       105.3,           0,           0,           0,           0,       441.6,       441.6,       300.1,       300.1,       105.3,       105.3,           0,           0,           0,           0,           0,           0,         4.6,           0,         3.0,           0,           0,         6.4,           0,         4.5
  1292,      3232.5,      1838.9,       830.1,       148.9,       376.0,        68.9,      1415.1,      1209.3,       105.6,           0,        93.9,           0,       383.3,       116.4,       116.4,       654.4,       295.4,       295.4,        34.4,        19.0,        34.4,           0,           0,        19.0,       592.4,       592.4,       316.5,       316.5,       208.2,       208.2,        67.8,        67.8,           0,           0,           0,           0,       316.5,       316.5,       208.2,       208.2,        67.8,        67.8,           0,           0,           0,           0,           0,           0,         3.2,           0,         1.9,           0,           0,         4.4,           0,         2.9
  1293,      1819.3,      5242.1,        62.2,      1225.8,        26.1,       993.4,        88.6,      1388.6,         4.3,           0,         3.9,           0,        29.6,       500.9,       500.9,        42.4,      1133.4,      1133.4,         2.4,        58.3,         2.4,           0,           0,        58.3,       738.1,       738.1,       347.6,       347.6,       269.9,       269.9,       120.6,       120.6,           0,           0,           0,           0,       347.6,       347.6,       269.9,       269.9,       120.6,       120.6,           0,           0,           0,           0,           0,           0,         4.2,           0,         3.4,           0,           0,         5.7,           0,         5.1
  1294,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
  1295,      1374.0,      1262.8,       377.7,         6.7,       165.9,           0,       616.2,       541.6,        42.2,       489.3,        37.5,        90.8,       175.8,        32.2,        32.2,       275.7,       102.2,       102.2,        15.2,         6.8,        15.2,           0,           0,         6.8,       259.0,       259.0,       140.9,       140.9,        90.5,        90.5,        27.6,        27.6,           0,           0,           0,           0,       140.9,       140.9,        90.5,        90.5,        27.6,        27.6,           0,           0,           0,           0,           0,           0,         1.4,           0,         0.8,           0,           0,         1.9,           0,         1.2
  1296,      3265.2,      1151.2,       870.8,        34.2,       393.9,           0,      1516.7,       856.2,       118.1,           0,       104.9,           0,       403.2,        75.1,        75.1,       667.5,       185.6,       185.6,        36.2,        15.7,        36.2,           0,           0,        15.7,       569.2,       569.2,       327.8,       327.8,       184.5,       184.5,        56.9,        56.9,           0,           0,           0,           0,       327.8,       327.8,       184.5,       184.5,        56.9,        56.9,           0,           0,           0,           0,           0,           0,         2.8,           0,         1.6,           0,           0,         3.9,           0,         2.4
  1297,      3949.6,      2561.5,       897.6,       420.0,       435.4,       246.9,      1658.3,      1150.8,       113.6,           0,       101.0,           0,       416.3,       251.9,       251.9,       759.8,       491.9,       491.9,        39.1,        34.6,        39.1,           0,           0,        34.6,       803.2,       803.2,       446.6,       446.6,       264.4,       264.4,        92.1,        92.1,           0,           0,           0,           0,       446.6,       446.6,       264.4,       264.4,        92.1,        92.1,           0,           0,           0,           0,           0,           0,         4.1,           0,         2.6,           0,           0,         5.6,           0,         3.9
  1298,      6054.4,      2770.4,      1573.6,       203.2,       704.8,       183.3,      2628.5,      1614.6,       200.3,           0,       178.0,           0,       729.5,       245.2,       245.2,      1180.3,       524.1,       524.1,        64.2,        37.7,        64.2,           0,           0,        37.7,      1108.6,      1108.6,       632.4,       632.4,       360.9,       360.9,       115.3,       115.3,           0,           0,           0,           0,       632.4,       632.4,       360.9,       360.9,       115.3,       115.3,           0,           0,           0,           0,           0,           0,         5.6,           0,         3.3,           0,           0,         7.7,           0,         4.9
  1299,      2807.0,      2420.6,       709.8,       100.7,       337.9,         4.0,      1282.9,      1168.0,        95.2,       851.3,        84.6,           0,       329.0,        78.3,        78.3,       589.1,       218.3,       218.3,        30.5,        15.9,        30.5,           0,           0,        15.9,       517.1,       517.1,       277.7,       277.7,       181.4,       181.4,        58.1,        58.1,           0,           0,           0,           0,       277.7,       277.7,       181.4,       181.4,        58.1,        58.1,           0,           0,           0,           0,           0,           0,         2.8,           0,         1.7,           0,           0,         3.8,           0,         2.5
