Z,TotPer_P,TotPer_A,HBW_P,HBW_A,HBShp_P,HBShp_A,HBOth_P,HBOth_A,HBSch_PR_P,HBSch_PR_A,HBSch_SC_P,HBSch_SC_A,HH_NHBW_P,NHBW_P,NHBW_A,HH_NHBNW_P,NHBNW_P,NHBNW_A,TotExt_P,TotExt_A,IX_P,IX_A,XI_P,XI_A,SH_Truck_P,SH_Truck_A,LT_P,LT_A,MD_P,MD_A,HV_P,HV_A,LT_Peop_p,LT_Peop_a,MD_Peop_p,MD_Peop_a,LT_Good_p,LT_Good_a,MD_Good_p,MD_Good_a,HV_Good_p,HV_Good_a,LT_Serv_p,LT_Serv_a,MD_Serv_p,MD_Serv_a,HV_Serv_p,HV_Serv_a,IX_MDp,IX_MDa,IX_HVp,IX_HVa,XI_MDp,XI_MDa,XI_HVp,XI_HVa
65,2363.4,1460.9,402.6,96.2,275,148.9,1081.1,834,118,0,104.9,0,220.4,98.5,98.5,472.3,283.4,283.4,124.9,130.8,124.9,0,0,130.8,925.4,925.4,587.7,587.7,249.6,249.6,88.2,88.2,0,0,0,0,587.7,587.7,249.6,249.6,88.2,88.2,0,0,0,0,0,0,3.9,0,2.5,0,0,5.3,0,3.8
66,1258.1,1402.6,189.2,134.8,124.7,258.6,427.2,548.1,29.6,0,26.3,0,105.9,128,128,213.9,333.1,333.1,55.7,129.4,55.7,0,0,129.4,688,688,407.8,407.8,203.5,203.5,76.7,76.7,0,0,0,0,407.8,407.8,203.5,203.5,76.7,76.7,0,0,0,0,0,0,3.1,0,2.2,0,0,4.3,0,3.3
67,1434.7,1352.4,197,132,141.9,298.1,537.3,463.2,52.6,0,46.8,0,108.4,118.8,118.8,243.3,340.3,340.3,62,125.5,62,0,0,125.5,593.5,593.5,369.3,369.3,162.2,162.2,62,62,0,0,0,0,369.3,369.3,162.2,162.2,62,62,0,0,0,0,0,0,2.5,0,1.8,0,0,3.4,0,2.6
68,1182.7,782.7,230,59.2,157.2,0,557.4,570.8,45.2,0,40.2,0,127.4,40.8,40.8,265.6,111.9,111.9,69.3,68.7,69.3,0,0,68.7,617.5,617.5,373.3,373.3,180.8,180.8,63.4,63.4,0,0,0,0,373.3,373.3,180.8,180.8,63.4,63.4,0,0,0,0,0,0,2.8,0,1.8,0,0,3.8,0,2.7
69,298.8,160.3,42.4,29.5,33.7,0,153.1,101.1,21.1,0,18.7,0,23,9.8,9.8,61.6,19.9,19.9,15,14.5,15,0,0,14.5,113,113,66.4,66.4,33.6,33.6,13,13,0,0,0,0,66.4,66.4,33.6,33.6,13,13,0,0,0,0,0,0,0.5,0,0.4,0,0,0.7,0,0.6
70,1014.9,381.1,148.6,34.4,116.5,0,536.1,273.7,74.5,0,66.2,0,80.5,20.7,20.7,213.5,52.3,52.3,52.3,33.6,52.3,0,0,33.6,305.4,305.4,184.1,184.1,89.6,89.6,31.7,31.7,0,0,0,0,184.1,184.1,89.6,89.6,31.7,31.7,0,0,0,0,0,0,1.4,0,0.9,0,0,1.9,0,1.4
71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,935,530.7,130.2,104.9,102.8,6,475.9,317.5,65.4,0,58.1,0,70.5,34.3,34.3,188.1,68.1,68.1,46.1,48.3,46.1,0,0,48.3,360.6,360.6,210.7,210.7,107.5,107.5,42.4,42.4,0,0,0,0,210.7,210.7,107.5,107.5,42.4,42.4,0,0,0,0,0,0,1.7,0,1.2,0,0,2.3,0,1.8
73,39.4,15.8,7.2,0.8,4.8,0,19.9,11.9,2.4,0,2.1,0,3.9,0.8,0.8,8.4,2.2,2.2,2.2,1.4,2.2,0,0,1.4,12.9,12.9,7.9,7.9,3.8,3.8,1.3,1.3,0,0,0,0,7.9,7.9,3.8,3.8,1.3,1.3,0,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0.1
74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,1127.9,1177.3,177.5,200.9,123.1,62,467,640.9,45.9,0,40.8,0,97.4,81.4,81.4,211.3,192.2,192.2,54.9,107.6,54.9,0,0,107.6,619.9,619.9,360.3,360.3,185.2,185.2,74.4,74.4,0,0,0,0,360.3,360.3,185.2,185.2,74.4,74.4,0,0,0,0,0,0,2.9,0,2.1,0,0,3.9,0,3.2
76,648.3,302.6,113.6,15.6,81.4,0,325,227.6,36.5,0,32.5,0,62.1,15.3,15.3,142.4,44.1,44.1,36.3,26.4,36.3,0,0,26.4,245.8,245.8,149.4,149.4,71.8,71.8,24.7,24.7,0,0,0,0,149.4,149.4,71.8,71.8,24.7,24.7,0,0,0,0,0,0,1.1,0,0.7,0,0,1.5,0,1.1
77,1375.5,2980.4,179.1,807.3,121.4,0,443.2,1614.1,38.5,0,34.2,0,98.6,173.7,173.7,206.5,385.3,385.3,54.2,276.4,54.2,0,0,276.4,1387.8,1387.8,770.9,770.9,423.9,423.9,193.1,193.1,0,0,0,0,770.9,770.9,423.9,423.9,193.1,193.1,0,0,0,0,0,0,6.5,0,5.5,0,0,9,0,8.2
78,3973.5,2567.5,630.1,207,463.9,295,1809.7,1356.6,191,0,169.8,0,345.5,192.3,192.3,810.2,516.6,516.6,202.6,231.9,202.6,0,0,231.9,1580,1580,948.2,948.2,464.5,464.5,167.4,167.4,0,0,0,0,948.2,948.2,464.5,464.5,167.4,167.4,0,0,0,0,0,0,7.2,0,4.8,0,0,9.8,0,7.1
79,1212.8,3106.7,75.7,357.4,52.8,541.8,185.2,524.2,13.3,809.2,11.8,0,42,267.2,267.2,90,606.9,606.9,23,218.8,23,0,0,218.8,649.6,649.6,360.9,360.9,198.4,198.4,90.3,90.3,0,0,0,0,360.9,360.9,198.4,198.4,90.3,90.3,0,0,0,0,0,0,3.1,0,2.6,0,0,4.2,0,3.9
80,1400.3,2131.7,167.8,268.6,112.4,358,381.6,811.8,24,0,21.3,0,94.1,218.1,218.1,196.3,475.2,475.2,49.7,198,49.7,0,0,198,796.6,796.6,461.4,461.4,238.5,238.5,96.8,96.8,0,0,0,0,461.4,461.4,238.5,238.5,96.8,96.8,0,0,0,0,0,0,3.7,0,2.8,0,0,5.1,0,4.1
81,491.4,1323.3,82.3,203.2,53.4,0,182.4,527,12.4,443.2,11.1,0,46.2,53.1,53.1,91.9,96.7,96.7,24.1,80.4,24.1,0,0,80.4,472.5,472.5,269.8,269.8,142.4,142.4,60.3,60.3,0,0,0,0,269.8,269.8,142.4,142.4,60.3,60.3,0,0,0,0,0,0,2.2,0,1.7,0,0,3,0,2.6
82,2850.8,3209,451.7,434.2,294.8,414.2,1013.7,1410.7,74.5,0,66.2,0,252.3,287.2,287.2,505.3,662.6,662.6,132.5,296,132.5,0,0,296,1734.3,1734.3,1019.6,1019.6,515.3,515.3,199.5,199.5,0,0,0,0,1019.6,1019.6,515.3,515.3,199.5,199.5,0,0,0,0,0,0,8,0,5.7,0,0,10.9,0,8.5
83,850.7,1691.1,0,179.9,0,646.8,0,13.8,0,0,0,0,0,257.4,257.4,0,593.3,593.3,0,164.7,0,0,0,164.7,253.5,253.5,135,135,78.9,78.9,39.6,39.6,0,0,0,0,135,135,78.9,78.9,39.6,39.6,0,0,0,0,0,0,1.2,0,1.1,0,0,1.7,0,1.7
84,504,1313.7,0,199.3,0,371.8,0,238.6,0,0,0,0,0,141.5,141.5,0,362.5,362.5,0,125.6,0,0,0,125.6,262.3,262.3,139.6,139.6,81.7,81.7,41,41,0,0,0,0,139.6,139.6,81.7,81.7,41,41,0,0,0,0,0,0,1.3,0,1.2,0,0,1.7,0,1.7
85,467.1,370.1,72,90.8,49.3,11.9,214.6,188.2,27.5,0,24.5,0,38.8,28.9,28.9,88.8,50.3,50.3,23.1,34.4,23.1,0,0,34.4,232.2,232.2,133.3,133.3,69.8,69.8,29,29,0,0,0,0,133.3,133.3,69.8,69.8,29,29,0,0,0,0,0,0,1.1,0,0.8,0,0,1.5,0,1.2
86,102.4,210.7,0,19.9,0,88.4,0,0,0,0,0,0,0,26.7,26.7,0,75.7,75.7,0,20.5,0,0,0,20.5,29.7,29.7,15.8,15.8,9.3,9.3,4.6,4.6,0,0,0,0,15.8,15.8,9.3,9.3,4.6,4.6,0,0,0,0,0,0,0.1,0,0.1,0,0,0.2,0,0.2
87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,2.3,14.3,0,12,0,0,0,0,0,0,0,0,0,2.3,2.3,0,0,0,0,1.5,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,1636.9,2839.7,49.7,325,31.1,956.2,117.8,141.4,11.2,0,10,0,27.1,469.6,469.6,53.6,947.4,947.4,14.7,275.9,14.7,0,0,275.9,539.9,539.9,295.2,295.2,166.1,166.1,78.6,78.6,0,0,0,0,295.2,295.2,166.1,166.1,78.6,78.6,0,0,0,0,0,0,2.6,0,2.2,0,0,3.5,0,3.4
90,2961.4,5564.5,88.4,704.6,61.2,2040.4,272.7,348.4,36,0,32,0,47.5,664.1,664.1,111.2,1806.9,1806.9,28.8,538.2,28.8,0,0,538.2,1113,1113,604.3,604.3,343.5,343.5,165.2,165.2,0,0,0,0,604.3,604.3,343.5,343.5,165.2,165.2,0,0,0,0,0,0,5.3,0,4.7,0,0,7.3,0,7.1
91,1725.5,952.6,325.4,158.1,210.3,0,836.8,616.9,92.9,0,82.6,0,176.4,59.2,59.2,368.4,118.3,118.3,98.8,85.7,98.8,0,0,85.7,771.6,771.6,458.3,458.3,228,228,85.3,85.3,0,0,0,0,458.3,458.3,228,228,85.3,85.3,0,0,0,0,0,0,3.5,0,2.4,0,0,4.8,0,3.6
92,1864.8,846,321.2,95.1,218.1,0,935.7,587.2,119.7,0,106.4,0,173.1,47.4,47.4,392.3,116.2,116.2,102.4,75,102.4,0,0,75,656.2,656.2,393.4,393.4,193,193,69.8,69.8,0,0,0,0,393.4,393.4,193,193,69.8,69.8,0,0,0,0,0,0,3,0,2,0,0,4.1,0,3
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,198.3,83.4,36.3,2.4,24.4,0,99.8,64.7,11.4,0,10.2,0,19.7,4.1,4.1,42.8,12.2,12.2,11.3,7.2,11.3,0,0,7.2,70,70,42.8,42.8,20.4,20.4,6.8,6.8,0,0,0,0,42.8,42.8,20.4,20.4,6.8,6.8,0,0,0,0,0,0,0.3,0,0.2,0,0,0.4,0,0.3
95,2837.7,2242.6,429,134.8,304.8,150.6,1343,770.8,178.1,761.8,158.2,0,231.5,128.9,128.9,549.6,295.7,295.7,141,134.3,141,0,0,134.3,901.1,901.1,539.2,539.2,265.3,265.3,96.6,96.6,0,0,0,0,539.2,539.2,265.3,265.3,96.6,96.6,0,0,0,0,0,0,4.1,0,2.8,0,0,5.6,0,4.1
96,1807,1086.6,408.5,43.7,237.7,0,829.3,829.9,62.8,0,55.8,0,225,54.4,54.4,404.8,158.7,158.7,114.3,94.3,114.3,0,0,94.3,897.4,897.4,546.8,546.8,261.7,261.7,88.9,88.9,0,0,0,0,546.8,546.8,261.7,261.7,88.9,88.9,0,0,0,0,0,0,4,0,2.5,0,0,5.5,0,3.8
97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,213.7,78.4,35.8,4,24.8,0,110.8,59,14.2,0,12.6,0,19.2,3.9,3.9,44.7,11.5,11.5,11.7,6.8,11.7,0,0,6.8,63.4,63.4,38.5,38.5,18.5,18.5,6.4,6.4,0,0,0,0,38.5,38.5,18.5,18.5,6.4,6.4,0,0,0,0,0,0,0.3,0,0.2,0,0,0.4,0,0.3
101,4166.1,1961,715.8,166.3,485.8,44.1,2067.1,1332.5,253.8,0,225.6,0,386.7,119.1,119.1,865.5,299,299,227.3,173.5,227.3,0,0,173.5,1438.5,1438.5,866.6,866.6,422,422,149.9,149.9,0,0,0,0,866.6,866.6,422,422,149.9,149.9,0,0,0,0,0,0,6.5,0,4.3,0,0,8.9,0,6.4
102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,2122.8,724.6,354,26.7,246.5,0,1099.9,555.5,148.2,0,131.8,0,190.2,36.9,36.9,447.6,105.5,105.5,115.7,62.8,115.7,0,0,62.8,604,604,368.3,368.3,176.1,176.1,59.6,59.6,0,0,0,0,368.3,368.3,176.1,176.1,59.6,59.6,0,0,0,0,0,0,2.7,0,1.7,0,0,3.7,0,2.5
104,770.7,819.1,113.1,145.4,79.2,0,357.2,543,47.9,0,42.6,0,60.7,42.3,42.3,143.8,88.5,88.5,37.2,73.5,37.2,0,0,73.5,353.1,353.1,202.8,202.8,106.2,106.2,44.2,44.2,0,0,0,0,202.8,202.8,106.2,106.2,44.2,44.2,0,0,0,0,0,0,1.6,0,1.3,0,0,2.3,0,1.9
105,282.1,149.5,48.7,7.2,31.9,14.6,130.8,85.1,14.9,0,13.3,0,26.5,12.4,12.4,55.8,30.1,30.1,15,13.4,15,0,0,13.4,97.9,97.9,59.4,59.4,28.6,28.6,9.9,9.9,0,0,0,0,59.4,59.4,28.6,28.6,9.9,9.9,0,0,0,0,0,0,0.4,0,0.3,0,0,0.6,0,0.4
106,200.4,387.7,19.8,229.7,14,35.7,61.7,32.3,7.9,0,7,0,10.7,53.8,53.8,25.2,36.2,36.2,6.5,39.9,6.5,0,0,39.9,46.7,46.7,27.6,27.6,13.8,13.8,5.3,5.3,0,0,0,0,27.6,27.6,13.8,13.8,5.3,5.3,0,0,0,0,0,0,0.2,0,0.2,0,0,0.3,0,0.2
107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,63.2,30.2,12.6,0.8,8.1,0,30.8,23.5,3.1,0,2.7,0,6.9,1.5,1.5,13.9,4.4,4.4,3.8,2.6,3.8,0,0,2.6,25.4,25.4,15.5,15.5,7.4,7.4,2.5,2.5,0,0,0,0,15.5,15.5,7.4,7.4,2.5,2.5,0,0,0,0,0,0,0.1,0,0.1,0,0,0.2,0,0.1
109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,13.3,3.8,1.9,0,1.4,0,7.2,3.1,1,0,0.9,0,1,0.2,0.2,2.7,0.6,0.6,0.7,0.3,0.7,0,0,0.3,3.3,3.3,2,2,1,1,0.3,0.3,0,0,0,0,2,2,1,1,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,29.8,11,5.2,0,3.6,0,15.3,8.8,1.9,0,1.7,0,2.8,0.5,0.5,6.4,1.7,1.7,1.7,0.9,1.7,0,0,0.9,9.6,9.6,5.9,5.9,2.8,2.8,0.9,0.9,0,0,0,0,5.9,5.9,2.8,2.8,0.9,0.9,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0
113,227.2,86.8,40.6,2.4,27.3,0,115.3,67.4,14.3,0,12.7,0,21.9,4.3,4.3,48.3,12.7,12.7,12.8,7.5,12.8,0,0,7.5,73,73,44.6,44.6,21.3,21.3,7.1,7.1,0,0,0,0,44.6,44.6,21.3,21.3,7.1,7.1,0,0,0,0,0,0,0.3,0,0.2,0,0,0.5,0,0.3
114,304.6,133.9,56.6,4.4,38,0,152.2,103,16.6,0,14.7,0,30.8,7,7,66.8,19.5,19.5,17.5,11.6,17.5,0,0,11.6,112.9,112.9,68.8,68.8,32.9,32.9,11.1,11.1,0,0,0,0,68.8,68.8,32.9,32.9,11.1,11.1,0,0,0,0,0,0,0.5,0,0.3,0,0,0.7,0,0.5
115,234,489.1,0,46.4,0,208.8,0,0,0,0,0,0,0,58.1,58.1,0,175.9,175.9,0,47.4,0,0,0,47.4,68.6,68.6,36.5,36.5,21.3,21.3,10.7,10.7,0,0,0,0,36.5,36.5,21.3,21.3,10.7,10.7,0,0,0,0,0,0,0.3,0,0.3,0,0,0.5,0,0.5
116,4.5,22.4,0,17.6,0,0,0,0.4,0,0,0,0,0,3.8,3.8,0,0.6,0.6,0,2.4,0,0,0,2.4,22.3,22.3,11.9,11.9,6.9,6.9,3.5,3.5,0,0,0,0,11.9,11.9,6.9,6.9,3.5,3.5,0,0,0,0,0,0,0.1,0,0.1,0,0,0.1,0,0.1
117,330.4,260.6,39.4,19.2,27.8,77.4,129.2,61.6,16.8,0,14.9,0,21.2,25.4,25.4,50.5,76.8,76.8,13.1,24.4,13.1,0,0,24.4,92.1,92.1,54.3,54.3,27.3,27.3,10.5,10.5,0,0,0,0,54.3,54.3,27.3,27.3,10.5,10.5,0,0,0,0,0,0,0.4,0,0.3,0,0,0.6,0,0.4
118,29.7,11,5.1,0,3.6,0,15.3,8.8,1.9,0,1.7,0,2.8,0.5,0.5,6.4,1.7,1.7,1.7,0.9,1.7,0,0,0.9,9.6,9.6,5.9,5.9,2.8,2.8,0.9,0.9,0,0,0,0,5.9,5.9,2.8,2.8,0.9,0.9,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0
119,40.1,188.6,1.9,43.1,1.4,0,7.2,117.8,1,0,0.9,0,1,9.8,9.8,2.6,17.9,17.9,0.7,17.1,0.7,0,0,17.1,54.3,54.3,29.2,29.2,16.8,16.8,8.3,8.3,0,0,0,0,29.2,29.2,16.8,16.8,8.3,8.3,0,0,0,0,0,0,0.3,0,0.2,0,0,0.4,0,0.4
120,178.5,97.3,35,3.7,21.9,6,83.1,64.7,8.2,0,7.3,0,19.1,5.8,5.8,37.3,17.2,17.2,10.3,8.6,10.3,0,0,8.6,72,72,43.8,43.8,21,21,7.2,7.2,0,0,0,0,43.8,43.8,21,21,7.2,7.2,0,0,0,0,0,0,0.3,0,0.2,0,0,0.4,0,0.3
121,427.9,163.1,72,10.8,49.8,0,220.7,120.5,28.4,0,25.2,0,38.8,9,9,89.7,22.9,22.9,23.4,14.3,23.4,0,0,14.3,132.1,132.1,80.3,80.3,38.6,38.6,13.2,13.2,0,0,0,0,80.3,80.3,38.6,38.6,13.2,13.2,0,0,0,0,0,0,0.6,0,0.4,0,0,0.8,0,0.6
122,123,46.1,20.9,1.6,14.6,0,63.3,35.4,8.1,0,7.2,0,11.3,2.3,2.3,26.2,6.7,6.7,6.8,4,6.8,0,0,4,38.3,38.3,23.4,23.4,11.2,11.2,3.7,3.7,0,0,0,0,23.4,23.4,11.2,11.2,3.7,3.7,0,0,0,0,0,0,0.2,0,0.1,0,0,0.2,0,0.2
123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,582,278.6,115.4,9.9,73.3,0,283.3,214.2,29.4,0,26.1,0,62.9,13.9,13.9,126,40.5,40.5,34.4,24.1,34.4,0,0,24.1,232.3,232.3,141.7,141.7,67.7,67.7,22.9,22.9,0,0,0,0,141.7,141.7,67.7,67.7,22.9,22.9,0,0,0,0,0,0,1,0,0.7,0,0,1.4,0,1
125,626.3,868.3,106.9,83.5,70.8,0,293,362.6,34.6,332.1,30.8,0,58,28.3,28.3,124.8,61.8,61.8,33.2,47.9,33.2,0,0,47.9,292,292,171.2,171.2,86.9,86.9,33.9,33.9,0,0,0,0,171.2,171.2,86.9,86.9,33.9,33.9,0,0,0,0,0,0,1.3,0,1,0,0,1.8,0,1.4
126,1406.3,681.9,276.1,25,180.7,0,688.1,523,67.5,0,60,0,150.9,35,35,312,99,99,83.2,59.1,83.2,0,0,59.1,575.2,575.2,350.7,350.7,167.6,167.6,56.8,56.8,0,0,0,0,350.7,350.7,167.6,167.6,56.8,56.8,0,0,0,0,0,0,2.6,0,1.6,0,0,3.6,0,2.4
127,906.6,359.3,162.8,9.7,109.8,0,458.5,279.2,55.6,0,49.4,0,88.2,17.8,17.8,195.1,52.7,52.7,51.2,31.1,51.2,0,0,31.1,302.2,302.2,184.7,184.7,88,88,29.6,29.6,0,0,0,0,184.7,184.7,88,88,29.6,29.6,0,0,0,0,0,0,1.4,0,0.8,0,0,1.9,0,1.3
128,581.3,203.4,94.9,11.8,66.8,0,303.1,150.7,40,0,35.6,0,51.1,12,12,121,28.9,28.9,31.4,17.8,31.4,0,0,17.8,170,170,103.3,103.3,49.7,49.7,17.1,17.1,0,0,0,0,103.3,103.3,49.7,49.7,17.1,17.1,0,0,0,0,0,0,0.8,0,0.5,0,0,1.1,0,0.7
129,89.5,41.3,17.6,0.8,11.4,0,43.8,32.3,4.5,0,4,0,9.6,2,2,19.6,6.1,6.1,5.3,3.6,5.3,0,0,3.6,35,35,21.4,21.4,10.2,10.2,3.4,3.4,0,0,0,0,21.4,21.4,10.2,10.2,3.4,3.4,0,0,0,0,0,0,0.2,0,0.1,0,0,0.2,0,0.1
130,318.8,243,72.6,7.4,41.9,0,140.5,188,8.5,0,7.6,0,41.1,12.2,12.2,75.6,35.5,35.5,20.2,21,20.2,0,0,21,204.8,204.8,125,125,59.6,59.6,20.1,20.1,0,0,0,0,125,125,59.6,59.6,20.1,20.1,0,0,0,0,0,0,0.9,0,0.6,0,0,1.3,0,0.9
131,559.7,218.8,99.3,5.7,68.5,0,285.2,170.3,33.8,0,30.1,0,53.8,10.8,10.8,121.5,32.1,32.1,31.6,18.9,31.6,0,0,18.9,184.3,184.3,112.6,112.6,53.7,53.7,18,18,0,0,0,0,112.6,112.6,53.7,53.7,18,18,0,0,0,0,0,0,0.8,0,0.5,0,0,1.1,0,0.8
132,230.8,189,45.5,66.3,28.8,0,104.7,88.2,9.2,0,8.2,0,24.9,17.7,17.7,49,16.8,16.8,13.3,17.9,13.3,0,0,17.9,99.4,99.4,60.4,60.4,29,29,9.9,9.9,0,0,0,0,60.4,60.4,29,29,9.9,9.9,0,0,0,0,0,0,0.4,0,0.3,0,0,0.6,0,0.4
133,1403.7,572.4,256.3,22.8,170.2,0,704.8,437.8,85.1,0,75.6,0,138.7,28.9,28.9,299,82.8,82.8,79.8,49.7,79.8,0,0,49.7,476.9,476.9,290.6,290.6,139,139,47.2,47.2,0,0,0,0,290.6,290.6,139,139,47.2,47.2,0,0,0,0,0,0,2.1,0,1.3,0,0,2.9,0,2
134,42.3,15.8,7.2,0.8,5,0,21.8,11.9,2.8,0,2.5,0,3.9,0.8,0.8,9,2.2,2.2,2.3,1.4,2.3,0,0,1.4,12.9,12.9,7.9,7.9,3.8,3.8,1.3,1.3,0,0,0,0,7.9,7.9,3.8,3.8,1.3,1.3,0,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0.1
135,17.8,7.2,3.3,0,2.2,0,8.9,5.8,1,0,0.9,0,1.8,0.3,0.3,3.9,1.1,1.1,1,0.6,1,0,0,0.6,6.3,6.3,3.8,3.8,1.8,1.8,0.6,0.6,0,0,0,0,3.8,3.8,1.8,1.8,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,1412.3,590.1,249.3,33.5,171.7,0,715.4,440.8,84.7,0,75.2,0,135.3,32.1,32.1,305.5,83.8,83.8,79.2,51.5,79.2,0,0,51.5,493.2,493.2,299.6,299.6,144.1,144.1,49.6,49.6,0,0,0,0,299.6,299.6,144.1,144.1,49.6,49.6,0,0,0,0,0,0,2.2,0,1.4,0,0,3.1,0,2.1
137,25.1,61.2,1.6,35.4,1,0,4,8.1,0.5,0,0.4,0,0.8,13.7,13.7,1.7,4,4,0.5,6.3,0.5,0,0,6.3,47.1,47.1,25.3,25.3,14.6,14.6,7.2,7.2,0,0,0,0,25.3,25.3,14.6,14.6,7.2,7.2,0,0,0,0,0,0,0.2,0,0.2,0,0,0.3,0,0.3
138,1741.7,656.2,274.4,75.8,196.7,0,904.4,455.1,127.6,0,113.4,0,147.4,38.2,38.2,361.5,87,87,92,58.2,92,0,0,58.2,536.2,536.2,321.7,321.7,157.6,157.6,56.8,56.8,0,0,0,0,321.7,321.7,157.6,157.6,56.8,56.8,0,0,0,0,0,0,2.4,0,1.6,0,0,3.3,0,2.4
139,226.7,217.7,47.6,33.1,28.8,0,99,145.8,6.6,0,5.9,0,26.4,12.8,12.8,49.2,26,26,13.5,19.5,13.5,0,0,19.5,132.3,132.3,79.5,79.5,38.9,38.9,14,14,0,0,0,0,79.5,79.5,38.9,38.9,14,14,0,0,0,0,0,0,0.6,0,0.4,0,0,0.8,0,0.6
140,13.4,15.8,2.9,0.8,1.6,0,5.4,11.9,0.3,0,0.2,0,1.7,0.8,0.8,3.1,2.2,2.2,0.8,1.4,0.8,0,0,1.4,12.9,12.9,7.9,7.9,3.8,3.8,1.3,1.3,0,0,0,0,7.9,7.9,3.8,3.8,1.3,1.3,0,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0.1
141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,589.5,623.2,87.2,80.3,53,142.9,193.6,176.4,17,0,15.1,0,47.8,67,67,89.3,156.6,156.6,25.1,58.6,25.1,0,0,58.6,284.4,284.4,165.9,165.9,84.8,84.8,33.7,33.7,0,0,0,0,165.9,165.9,84.8,84.8,33.7,33.7,0,0,0,0,0,0,1.3,0,1,0,0,1.8,0,1.4
144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
