coefficient_name,tour_mode,0,1,2,3,4,5
walk_light_rail_ASC_school_univ,walk_light_rail,1.6814003,-0.388262402,-0.556899942,-0.369818845,-0.139667521,0.049378242
walk_light_rail_ASC_work,walk_light_rail,0.8255567,-1.244106002,-1.412743542,-1.225662445,-0.995511121,-0.806465358
drive_light_rail_ASC_eatout_escort_othdiscr_othmaint_shopping_social_atwork,drive_light_rail,0.76895475,-0.315599466,-0.108575427,-0.180392412,-0.238714173,-0.274851042
drive_light_rail_ASC_school_univ,drive_light_rail,1.6814003,0.596846084,0.803870123,0.732053138,0.673731377,0.637594508
drive_light_rail_ASC_work,drive_light_rail,0.8255567,-0.258997516,-0.051973477,-0.123790462,-0.182112223,-0.218249092
express_bus_ASC_eatout_escort_othdiscr_othmaint_shopping_social_atwork,express_bus,0.9692316,-1.659424356,-0.254177097,0.442972493,0.053229747,0.5241328
express_bus_ASC_school_univ,express_bus,0.32496938,-2.303686576,-0.898439317,-0.201289727,-0.591032473,-0.12012942
express_bus_ASC_work,express_bus,-0.5165474,-3.145203356,-1.739956097,-1.042806507,-1.432549253,-0.9616462
heavy_rail_ASC_eatout_escort_othdiscr_othmaint_shopping_social_atwork,commuter_rail,0.7706121,-1.303661239,-0.972863131,-0.80392428,-0.661433022,-0.551797373
heavy_rail_ASC_school_univ,commuter_rail,0.96200377,-1.112269569,-0.781471461,-0.61253261,-0.470041352,-0.360405703
heavy_rail_ASC_work,commuter_rail,0.64772975,-1.426543589,-1.095745481,-0.92680663,-0.784315372,-0.674679723
commuter_rail_ASC_eatout_escort_othdiscr_othmaint_shopping_social_atwork,commuter_rail,0.7270185,-1.347254839,-1.016456731,-0.84751788,-0.705026622,-0.595390973
commuter_rail_ASC_school_univ,commuter_rail,1.0336206,-1.040652739,-0.709854631,-0.54091578,-0.398424522,-0.288788873
commuter_rail_ASC_work,commuter_rail,0.725503,-1.348770339,-1.017972231,-0.84903338,-0.706542122,-0.596906473
